Promo Year,Promo Year Week,Week End Date,Article/UPC Description,UPC,Site Number,Sales,Units,Promo Sales,Promo Units
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,580,$50.94,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,806,$104.28,18,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,810,$17.38,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,878,$17.38,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1007,$35.96,6,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1011,$17.98,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1012,$47.94,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1014,$17.38,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1017,$47.94,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1019,$35.96,6,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1022,$125.86,21,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1024,$79.90,15,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1027,$53.94,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1029,$125.86,21,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1030,$95.88,18,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1032,$52.14,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1035,$35.96,6,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1040,$89.90,15,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1043,$111.86,21,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1050,$173.80,30,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1058,$191.76,36,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1071,$223.72,42,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1080,$79.90,15,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1083,$191.18,33,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1091,$95.88,18,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1114,$17.98,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1155,$53.94,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1212,$89.90,15,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1434,$101.88,18,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1495,$67.92,12,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1618,$52.14,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,1627,$17.38,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2265,$67.92,12,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2639,$52.14,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2683,$34.76,6,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2719,$34.76,6,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2809,$15.98,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2811,$47.94,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2818,$31.96,6,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2822,$63.92,12,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2823,$31.96,6,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2826,$95.88,18,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2831,$47.94,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,2842,$95.88,18,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,4020,$17.98,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,5547,$16.98,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,6583,$50.94,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7136,$33.96,6,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7164,$104.28,18,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7195,$17.98,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7221,$35.96,6,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7225,$53.94,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7369,$17.98,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7506,$34.76,6,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7522,$53.94,9,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7529,$101.88,18,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7533,$17.38,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7535,$35.96,6,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7541,$312.84,54,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7916,$121.66,21,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7943,$17.38,3,$0.00,0
2022,202206,2022-02-09,Big8 Tonic Water 2000 Ml,00006448001142,7974,$173.80,30,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,46,$50.94,9,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,48,$152.82,27,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,55,$84.90,15,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,67,$33.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,78,$67.92,12,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,86,$33.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,96,$152.82,27,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,300,$33.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,405,$191.18,33,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,421,$52.14,9,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,440,$17.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,509,$135.84,24,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,520,$67.92,12,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,521,$16.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,523,$16.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,524,$16.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,526,$118.86,21,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,528,$16.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,531,$33.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,535,$16.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,538,$33.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,539,$33.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,540,$203.76,36,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,551,$143.82,27,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,552,$50.94,9,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,554,$152.82,27,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,559,$16.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,560,$16.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,563,$135.84,24,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,565,$135.84,24,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,573,$33.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,576,$50.94,9,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,577,$95.88,18,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,580,$186.78,33,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,806,$17.38,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,810,$34.76,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,878,$243.32,42,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1007,$71.92,12,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1011,$35.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1012,$95.88,18,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1014,$139.04,24,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1016,$107.88,18,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1017,$63.92,12,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1018,$111.86,21,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1022,$53.94,9,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1024,$63.92,12,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1027,$125.86,21,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1029,$71.92,12,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1032,$34.76,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1035,$107.88,18,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1040,$17.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1043,$207.74,39,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1050,$34.76,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1051,$17.38,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1058,$111.86,21,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1066,$104.28,18,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1071,$207.74,39,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1091,$95.88,18,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1114,$305.66,51,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1155,$179.80,30,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1212,$53.94,9,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1434,$33.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1436,$33.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1495,$288.66,51,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1618,$17.38,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,1627,$17.38,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2265,$16.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2268,$220.74,39,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2639,$52.14,9,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2800,$15.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2809,$191.76,36,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2811,$95.88,18,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2813,$399.50,75,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2818,$127.84,24,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2822,$15.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2823,$95.88,18,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2826,$63.92,12,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,2842,$95.88,18,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,5547,$84.90,15,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,6583,$67.92,12,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7115,$107.88,18,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7136,$135.84,24,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7161,$17.38,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7164,$104.28,18,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7195,$17.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7221,$35.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7224,$89.90,15,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7293,$17.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7346,$33.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7369,$17.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7533,$17.38,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7535,$53.94,9,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7541,$34.76,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7554,$17.98,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7556,$35.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7557,$35.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7566,$53.94,9,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7915,$34.76,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7916,$191.18,33,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7943,$17.38,3,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,7974,$52.14,9,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,8180,$35.96,6,$0.00,0
2022,202206,2022-02-09,Annex Root Beer 355 Ml,00062850433304,8958,$15.98,3,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1502,$111.60,42,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1503,$32.90,12,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1504,$45.80,18,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1505,$98.76,39,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1506,$84.44,33,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1508,$37.22,15,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1509,$150.30,60,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1510,$41.48,15,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1511,$45.80,18,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1512,$97.34,39,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1514,$54.38,21,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1515,$14.32,6,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1516,$7.16,3,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1517,$32.90,12,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1518,$25.74,9,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1519,$17.16,6,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1520,$31.48,12,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1521,$48.64,18,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1522,$25.74,9,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1523,$52.96,21,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1524,$7.16,3,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1525,$17.16,6,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1526,$70.12,27,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1527,$32.90,12,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1531,$21.48,9,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1532,$7.16,3,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1533,$45.80,18,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1535,$91.60,36,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1536,$64.38,30,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1537,$22.90,9,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1538,$68.70,27,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1539,$37.22,15,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1540,$67.28,27,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1541,$15.74,6,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1542,$64.44,27,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1543,$47.22,18,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1544,$22.90,9,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1545,$32.90,12,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1546,$17.16,6,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1547,$7.16,3,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1548,$173.20,69,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1549,$74.38,27,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1550,$44.38,18,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1551,$22.90,9,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1552,$7.16,3,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1554,$74.38,27,$0.00,0
2022,202206,2022-02-09,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1555,$14.32,6,$0.00,0
