Promo Year,Promo Year Week,Week End Date,Article/UPC Description,UPC,Site Number,Sales,Units,Promo Sales,Promo Units
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,507,$50.94,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,509,$16.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,514,$84.90,10,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,520,$67.92,8,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,521,$16.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,523,$16.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,524,$33.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,526,$69.90,10,$69.90,10
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,528,$33.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,531,$33.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,532,$16.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,533,$101.88,12,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,538,$33.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,539,$50.94,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,540,$16.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,543,$50.94,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,551,$15.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,554,$16.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,559,$50.94,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,560,$50.94,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,563,$33.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,576,$135.84,16,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,577,$63.92,8,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,806,$52.14,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1003,$17.38,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1007,$53.94,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1011,$35.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1012,$31.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1014,$52.14,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1016,$35.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1017,$31.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1018,$95.88,12,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1019,$161.82,18,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1022,$71.92,8,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1024,$31.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1027,$17.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1029,$53.94,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1030,$66.34,8,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1035,$71.92,8,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1043,$15.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1050,$69.52,8,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1058,$47.94,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1066,$34.76,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1071,$79.90,10,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1080,$15.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1083,$104.28,12,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1091,$79.90,10,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1114,$17.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1155,$107.88,12,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1212,$35.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1434,$27.96,4,$27.96,4
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1436,$41.94,6,$41.94,6
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1495,$41.94,6,$41.94,6
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1618,$17.38,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,1627,$52.14,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2265,$41.94,6,$41.94,6
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2268,$111.84,16,$111.84,16
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2639,$225.94,26,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2683,$17.38,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2800,$79.90,10,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2803,$191.76,24,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2809,$47.94,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2811,$79.90,10,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2813,$159.80,20,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2818,$31.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2822,$95.88,12,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2823,$47.94,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2826,$31.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2831,$127.84,16,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,2842,$79.90,10,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,4552,$17.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,5547,$27.96,4,$27.96,4
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,5548,$13.98,2,$13.98,2
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7136,$83.88,12,$83.88,12
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7161,$52.14,6,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7164,$86.90,10,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7195,$17.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7221,$35.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7293,$17.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7346,$41.94,6,$41.94,6
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7369,$17.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7506,$34.76,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7518,$31.96,4,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7522,$71.92,8,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7529,$13.98,2,$13.98,2
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7535,$71.92,8,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7541,$104.28,12,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7557,$17.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7915,$86.90,10,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7916,$17.38,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,7920,$41.94,6,$41.94,6
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,8846,$18.98,2,$0.00,0
2022,202201,2022-01-05,Big8 Tonic Water 2000 Ml,00006448001142,8955,$10.36,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,39,$13.98,2,$13.98,2
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,46,$13.98,2,$13.98,2
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,48,$167.76,24,$167.76,24
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,55,$153.78,22,$153.78,22
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,67,$69.90,10,$69.90,10
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,78,$83.88,12,$83.88,12
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,86,$195.72,28,$195.72,28
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,96,$41.94,6,$41.94,6
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,199,$41.94,6,$41.94,6
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,300,$83.88,12,$83.88,12
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,421,$86.90,10,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,507,$101.88,12,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,509,$50.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,520,$84.90,10,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,521,$50.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,523,$50.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,524,$237.72,28,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,526,$111.84,16,$111.84,16
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,528,$33.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,531,$33.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,532,$16.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,535,$33.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,536,$33.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,538,$16.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,539,$84.90,10,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,543,$135.84,16,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,551,$175.78,22,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,552,$33.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,554,$101.88,12,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,559,$33.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,560,$50.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,563,$50.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,565,$475.44,56,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,573,$16.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,576,$33.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,577,$31.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,580,$203.76,24,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,806,$52.14,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,810,$52.14,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1007,$17.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1011,$179.80,20,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1012,$47.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1014,$86.90,10,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1016,$107.88,12,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1017,$111.86,14,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1018,$63.92,8,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1019,$17.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1022,$17.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1024,$47.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1027,$89.90,10,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1029,$17.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1030,$79.90,10,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1032,$17.38,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1033,$79.90,10,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1043,$47.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1050,$34.76,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1051,$34.76,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1058,$79.90,10,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1066,$34.76,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1071,$111.86,14,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1083,$34.76,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1155,$215.76,24,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1212,$35.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1434,$13.98,2,$13.98,2
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1436,$55.92,8,$55.92,8
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1495,$97.86,14,$97.86,14
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1618,$17.38,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,1627,$69.52,8,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2265,$167.76,24,$167.76,24
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2268,$139.80,20,$139.80,20
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2639,$34.76,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2683,$17.38,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2809,$127.84,16,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2811,$31.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2813,$47.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2818,$47.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2822,$47.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2823,$47.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2826,$15.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2831,$159.80,20,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,2842,$79.90,10,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,4020,$71.92,8,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,5547,$55.92,8,$55.92,8
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,5548,$69.90,10,$69.90,10
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,6583,$118.86,14,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7115,$35.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7164,$52.14,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7221,$35.96,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7222,$17.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7223,$17.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7224,$71.92,8,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7346,$139.80,20,$139.80,20
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7506,$86.90,10,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7522,$17.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7529,$41.94,6,$41.94,6
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7556,$53.94,6,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7557,$17.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7566,$17.98,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7915,$17.38,2,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7916,$34.76,4,$0.00,0
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7920,$41.94,6,$41.94,6
2022,202201,2022-01-05,Annex Root Beer 355 Ml,00062850433304,7943,$34.76,4,$0.00,0
2022,202201,2022-01-05,Pepsi Cola Diet 355 Ml,00006900002429,7179,$99.90,10,$0.00,0
2022,202201,2022-01-05,Pepsi Cola Diet 355 Ml,00006900002429,7221,$23.98,2,$0.00,0
2022,202201,2022-01-05,Pepsi Cola Diet 355 Ml,00006900002429,7222,$87.92,8,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1502,$459.30,116,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1503,$17.16,4,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1504,$311.90,78,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1505,$58.64,14,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1508,$409.06,98,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1510,$218.82,52,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1511,$65.80,16,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1512,$587.94,144,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1514,$314.74,78,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1515,$354.86,90,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1516,$472.08,116,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1517,$429.18,106,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1518,-$14.32,-4,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1519,$480.60,116,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1520,$287.46,68,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1521,$287.64,74,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1522,$183.08,44,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1523,$321.90,80,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1524,$120.18,30,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1525,$466.40,116,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1526,$377.64,92,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1527,$313.20,74,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1528,$130.18,32,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1531,$130.18,32,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1533,$550.66,132,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1536,$72.96,18,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1538,$72.96,18,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1539,$283.26,70,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1540,$77.22,18,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1541,$24.32,6,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1542,$392.02,98,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1543,$17.16,4,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1545,$137.34,34,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1546,$68.64,16,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1547,$115.86,28,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1548,$55.80,14,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1549,$460.66,114,$0.00,0
2022,202201,2022-01-05,Canaddry Gingerale Diet Blckb 355 Ml,00006210002135,1550,$124.44,30,$0.00,0
