Product & Geography Sales Metrics (CCL Supplier),,,,
Time:Week Ending 11-01-23,,,,
CCL Supplier:All CCL Suppliers,,,,
CCL Brand:All CCL Brands,,,,
Geography,Product,UPC ID,Dollar Sales,Unit Sales
0013,Cocacola Softdrink Zero Cherry 355 Ml,00006700001819,0,0
0013,Cocacola Zero Sugar Ultimate 500 Ml,00006700002159,0,0
0013,Cocacola Diet Caff/Free Can 355 Ml,00006700001929,0,0
0013,Cocacola Zero Sugar Zero Caff 355 Ml,00006700002116,0,0
0013,Fevertre Ginger Beer 200Ml 800 Ml,00089819501127,0,0
0013,Crystal Pepsi 591 Ml,00006900017000,0,0
0013,Phillips Soda Spitfire Gngrale 355 Ml,00081827801904,0,0
0013,Cocacola Zero Sugar 250 Ml,00006700001920,0,0
0013,Pepsi Diet 355 Ml,00006900002078,0,0
0013,Sprite Zero 4260 Ml,00006700001387,0,0
0013,Dandypop Drink Sour Peach 355 Ml,00062850424960,0,0
0013,Crush Birch Beer 591Ml 591 Ml,00005600001547,0,0
0013,Cocacola Zero Sugar Dreamworld 500 Ml,00006700002146,0,0
0013,Maguary Cashew Juice 1000 Ml,00789600054035,0,0
0013,Fevertre Tonic Water Light 800 Ml,00506010846023,0,0
0013,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,0,0
0013,Fevertre Water Tonic 800 Ml,00089819501101,0,0
