Product & Geography Sales Metrics (Gold),,,,
Time:Week Ending 01-10-24,,,,
Province:All Provinces,,,,
Supplier:All Supplier,,,,
Brand:All Brands,,,,
SOF Same Store:All Stores,,,,
e_Commerce:All Sales,,,,
Geography,Product,UPC ID,Dollar Sales,Unit Sales
4714,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,91.96,6
4714,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,77.52,12
4714,Cocacola Diet 2000 Ml,00006700001897,58.14,9
4714,Comp Soft Drink Cola 1332 Ml,00005574255844,29.98,3
4714,Canaddry Gingerale Diet 4260 Ml,00006210001894,121.68,18
4714,Cocacola Zero 500 Ml,00006700001463,42,21
4714,Marble Pop Blueberry 200 Ml,00007441078814,30,15
4714,Pepsi 1000 Ml,00006900001982,30,15
4710,7Up Soft Drink Diet 1332 Ml,00006540001808,95.92,12
4710,Pepsi Multipack 4260 Ml,00006900001984,75.96,6
4710,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,91.96,6
4710,Canaddry Ginger Ale Diet 1332 Ml,00006210002038,39.96,6
4710,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,77.52,12
4710,Cocacola Diet 2000 Ml,00006700001897,19.38,3
4710,Comp Soft Drink Cola 1332 Ml,00005574255844,29.98,3
4710,Canaddry Gingerale Diet 4260 Ml,00006210001894,20.98,3
4710,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,25.58,3
4712,A&W Rootbeer 355Ml 355 Ml,00005953101002,51.96,6
4712,7Up Soft Drink Diet 1332 Ml,00006540001808,118.5,15
4712,Pepsi Multipack 4260 Ml,00006900001984,107.14,9
4712,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,144.9,15
4712,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,43.78,3
4712,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,96.9,15
4712,Comp Soft Drink Cola 1332 Ml,00005574255844,89.94,9
4712,Canaddry Gingerale Diet 4260 Ml,00006210001894,95.1,15
4712,Cocacola Zero 500 Ml,00006700001463,36,18
4712,Pepsi 1000 Ml,00006900001982,42,21
4712,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,33.98,3
4711,7Up Soft Drink Diet 1332 Ml,00006540001808,23.98,3
4711,Pepsi Multipack 4260 Ml,00006900001984,151.92,12
4711,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,86.94,9
4711,Canaddry Ginger Ale Diet 1332 Ml,00006210002038,54.74,9
4711,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,58.14,9
4711,Cocacola Diet 2000 Ml,00006700001897,19.38,3
4711,Comp Soft Drink Cola 1332 Ml,00005574255844,55.16,6
4711,Canaddry Gingerale Diet 4260 Ml,00006210001894,40.56,6
4711,Cocacola Zero 500 Ml,00006700001463,30,15
4711,Marble Pop Blueberry 200 Ml,00007441078814,6,3
4711,Pepsi 1000 Ml,00006900001982,6,3
4704,A&W Rootbeer 355Ml 355 Ml,00005953101002,51.96,6
4704,7Up Soft Drink Diet 1332 Ml,00006540001808,47.96,6
4704,Pepsi Multipack 4260 Ml,00006900001984,151.92,12
4704,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,57.96,6
4704,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,58.14,9
4704,Cocacola Diet 2000 Ml,00006700001897,58.14,9
4704,Comp Soft Drink Cola 1332 Ml,00005574255844,59.96,6
4704,Canaddry Gingerale Diet 4260 Ml,00006210001894,83.92,12
4704,Cocacola Zero 500 Ml,00006700001463,36,18
4704,Marble Pop Blueberry 200 Ml,00007441078814,12,6
4704,Pepsi 1000 Ml,00006900001982,12,6
4704,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,33.98,3
4702,7Up Soft Drink Diet 1332 Ml,00006540001808,65.74,9
4702,Pepsi Multipack 4260 Ml,00006900001984,72.56,6
4702,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,86.94,9
4702,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,87.56,6
4702,Canaddry Ginger Ale Diet 1332 Ml,00006210002038,39.96,6
4702,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,38.76,6
4702,Cocacola Diet 2000 Ml,00006700001897,37.36,6
4702,Canaddry Gingerale Diet 4260 Ml,00006210001894,205.6,30
4702,Cocacola Zero 500 Ml,00006700001463,30,15
4702,Marble Pop Blueberry 200 Ml,00007441078814,6,3
4702,Pepsi 1000 Ml,00006900001982,18,9
4702,Mountain Dew Diet 591 Ml,00006900006058,67.96,6
4702,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,33.98,3
4706,A&W Rootbeer 355Ml 355 Ml,00005953101002,77.94,9
4706,7Up Soft Drink Diet 1332 Ml,00006540001808,23.98,3
4706,Pepsi Multipack 4260 Ml,00006900001984,107.14,9
4706,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,57.96,6
4706,Canaddry Ginger Ale Diet 1332 Ml,00006210002038,39.96,6
4706,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,77.52,12
4706,Cocacola Diet 2000 Ml,00006700001897,19.38,3
4706,Comp Soft Drink Cola 1332 Ml,00005574255844,59.96,6
4706,Canaddry Gingerale Diet 4260 Ml,00006210001894,62.94,9
4706,Cocacola Zero 500 Ml,00006700001463,6,3
4706,Marble Pop Blueberry 200 Ml,00007441078814,6,3
4706,Pepsi 1000 Ml,00006900001982,6,3
4706,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,33.98,3
4707,A&W Rootbeer 355Ml 355 Ml,00005953101002,51.96,6
4707,7Up Soft Drink Diet 1332 Ml,00006540001808,23.98,3
4707,Pepsi Multipack 4260 Ml,00006900001984,107.14,9
4707,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,289.8,30
4707,Canaddry Ginger Ale Diet 1332 Ml,00006210002038,111.88,18
4707,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,58.14,9
4707,Comp Soft Drink Cola 1332 Ml,00005574255844,55.16,6
4707,Canaddry Gingerale Diet 4260 Ml,00006210001894,248.96,36
4707,Cocacola Zero 500 Ml,00006700001463,48,24
4707,Marble Pop Blueberry 200 Ml,00007441078814,36,18
4707,Pepsi 1000 Ml,00006900001982,90,45
4707,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,33.98,3
4521,7Up Soft Drink Diet 1332 Ml,00006540001808,19.98,3
4521,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,23.98,3
4521,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,17.98,3
4521,Canaddry Gingerale Diet 4260 Ml,00006210001894,21.38,3
4521,Mountain Dew Diet 591 Ml,00006900006058,61.56,6
4519,Cocacola Zero 222Ml Mini Sleek 1332 Ml,00006700011985,27.98,3
4519,7Up Cans Diet 355Ml 355 Ml,00006540001015,19.92,12
4519,Fanta Soft Drink Orange 2000 Ml,00006700002164,19.92,12
4519,7Up Soft Drink Diet 1332 Ml,00006540001808,59.94,9
4519,Pepsi Multipack 4260 Ml,00006900001984,104.94,9
4519,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,23.98,3
4519,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,47.38,3
4519,Comp Cranberry Ginger Ale 355 Ml,00005574255291,14.94,9
4519,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,53.94,9
4519,Cocacola Diet 2000 Ml,00006700001897,35.96,6
4519,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,38.98,3
4519,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,92.94,9
4519,Canaddry Gingerale Diet 4260 Ml,00006210001894,21.38,3
4519,Cocacola Zero 500 Ml,00006700001463,6.98,3
4519,Marble Pop Blueberry 200 Ml,00007441078814,20.94,9
