Product & Geography Sales Metrics,,,,
Time:Promo Week Ending 110624,,,,
Sobeys Brand:All Brands,,,,
Sobeys Sales Organizations:All Sales Organizations,,,,
Vendor:All Vendors,,,,
Geography,Product,UPC No,Dollar Sales All Sales,Unit Sales All Sales
Store 1275,Popshopp Drink Cotton Candy 355 Ml,00018000901033,28,12
Store 1275,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,21.98,9
Store 1275,Minhascr Cream Soda Blueberry 330 Ml,00008526841482,29.98,3
Store 1275,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,28.98,12
Store 1275,Popshopp Orange 355 Ml,00018000901005,7,3
Store 1275,7Up Soft Drink Diet 1332 Ml,00006540001808,111.92,12
Store 1275,Pepsi Diet 2L 2000 Ml,00006900002261,23.92,12
Store 1275,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,5.98,3
Store 1275,Comp Ginger Ale 1332 Ml,00005574255843,25.98,3
Store 1275,Cocacola Zero 2000 Ml,00006700011668,47.84,24
Store 1275,Pepsi Diet 591Ml 591 Ml,00006900002983,11.96,6
Store 1275,Canaddry Gingerale 2000 Ml,00006210001157,35.88,18
Store 1275,Sprite Mini Sleek Can 1332 Ml,00006700011986,155.88,18
Store 1275,Barrs Drink Irn Bru 1980 Ml,00500038212068,56,24
Store 1275,Panache Soda Italian Strawberr 750 Ml,00062368213417,28,12
Store 1275,Sprite Zero 500 Ml,00006700001888,56,24
Store 1275,Schweppe Ginger Ale 1332 Ml,00001660001010,129.9,15
Store 1275,Budrmgin Beer Gngr Nonalch R/S 250 Ml,00085760501511,7,3
Store 1275,Cocacola Diet 355Ml 355 Ml,00006700001928,14,6
Store 1275,Cocacola Classic 355 Ml,00006700011483,87.78,33
Store 1275,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,15.96,6
Store 1275,Grace Soda Pineapple 355 Ml,00005527085229,15.96,6
Store 1275,Comp Soft Drink Choose Up 355 Ml,00005574234576,7.98,3
Store 1275,Pepsi Multipack 4260 Ml,00006900001984,91.96,6
Store 1275,Cocacola Diet 12X355Ml 355 Ml,00006700011484,41.88,18
Store 1275,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,51.96,6
Store 1275,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,181.86,21
Store 1275,Pepsi Throwback 355 Ml,00006900002088,55.92,12
Store 1275,Fanta Soda Pop Orange 1332 Ml,00006700002153,24.98,3
Store 1275,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,59.96,6
Store 1275,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,193.92,12
Store 1275,Fevertre Tonic Water Light 800 Ml,00506010846023,109.9,15
Store 1275,Big8 Sparkling Water Lmn/Lm 2L 2000 Ml,00006448001118,6.98,3
Store 1275,Fevertre Water Tonic 800 Ml,00089819501101,155.88,18
Store 1275,Comp Soft Drink Cola 1332 Ml,00005574255844,31.98,3
Store 1275,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,159.9,15
Store 1275,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,259.9,15
Store 1275,A&W Root Beer 1332 Ml,00005953101282,61.96,6
Store 1275,Sprite Fridge Mate 355Ml 8Pk 2840 Ml,00006700011620,53.98,3
Store 1275,Fanta Orange Can 1332 Ml,00006700012089,0,3
Store 1275,Canaddry Gingerale Diet 4260 Ml,00006210001894,71.94,9
Store 1275,1642 Tonic Water 750 Ml,00062805581917,6.98,3
Store 1275,Barqs Root Beer 355 Ml,00006700012379,52,24
Store 1275,Cocacola Zero Frdg/Mte 355Ml 355 Ml,00006700001319,6.5,3
Store 1275,Orangina Soft Drink Can 330 Ml,00084981901109,8.98,3
Store 1275,Pepsi 591 Ml,00006900001991,7.58,3
Store 1275,Cocacola Classic 500 Ml,00006700001462,15.16,6
Store 1275,Sprite 12X355Ml 355 Ml,00006700011485,22.74,9
Store 1276,Cocacola Bc Raspberry 355 Ml,00006700012371,7.98,3
Store 1276,Crush Pop Lime 355 Ml,00005600001605,6.98,3
Store 1276,Cocacola Clss Mini Sleek Can 1332 Ml,00006700011983,29.98,3
Store 1276,Crush Soda Pineapple 591Ml 591 Ml,00005600001548,15.96,6
Store 1276,7Up Soft Drink Diet 1332 Ml,00006540001808,29.98,3
Store 1276,Comp Ginger Ale 355 Ml,00005574234580,5.5,3
Store 1276,Pepsi Diet 2L 2000 Ml,00006900002261,5.98,3
Store 1276,Sprite Mini Sleek Can 1332 Ml,00006700011986,77.94,9
Store 1276,Barrs Drink Irn Bru 1980 Ml,00500038212068,49,21
Store 1276,Panache Soda Italian Strawberr 750 Ml,00062368213417,14,6
Store 1276,Schweppe Tonic Water 1332 Ml,00001660001012,77.94,9
Store 1276,Sprite Zero 500 Ml,00006700001888,14,6
Store 1276,Schweppe Ginger Ale 1332 Ml,00001660001010,25.98,3
Store 1276,Cocacola Diet 355Ml 355 Ml,00006700001928,7,3
Store 1276,Pepsi Multipack 4260 Ml,00006900001984,137.94,9
Store 1276,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,571.56,66
Store 1276,Fanta Soda Pop Orange 1332 Ml,00006700002153,49.96,6
Store 1276,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,29.98,3
Store 1276,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,49.98,3
Store 1276,Comp Soft Drink Cola 1332 Ml,00005574255844,31.98,3
Store 1276,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,127.92,12
Store 1276,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,51.98,3
Store 1276,Fanta Orange Can 1332 Ml,00006700012089,15.98,3
Store 1276,A&W Rootbeer 355Ml 355 Ml,00005953101002,29.98,3
Store 1276,1642 Tonic Water 750 Ml,00062805581917,11,6
Store 1276,Grace Irish Moss Drink 285 Ml,00005527084176,34.9,15
Store 1276,Pepsi 1000 Ml,00006900001982,49.5,27
Store 1276,Cocacola Zero 500 Ml,00006700001463,16.5,9
Store 1276,Marble Pop Blueberry 200 Ml,00007441078814,16.5,9
Store 1276,7Up 2L 2000 Ml,00006540001073,5.5,3
Store 1276,Barqs Root Beer 355 Ml,00006700012379,6.5,3
Store 1276,Cocacola Zero Frdg/Mte 355Ml 355 Ml,00006700001319,13,6
Store 1276,Fanta Soda Orange 500 Ml,00006700001445,7.98,3
Store 1276,Drpepper Diet 2000 Ml,00005490001061,7.98,3
Store 1277,Popshopp Drink Cotton Candy 355 Ml,00018000901033,22.96,9
Store 1277,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,7,3
Store 1277,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,14,6
Store 1277,Popshopp Orange 355 Ml,00018000901005,15.96,6
Store 1277,Pepsi Diet 591Ml 591 Ml,00006900002983,11.96,6
Store 1277,Canaddry Gingerale 2000 Ml,00006210001157,29.9,15
Store 1277,Schweppe Tonic Water 1332 Ml,00001660001012,25.98,3
Store 1277,Schweppe Ginger Ale 1332 Ml,00001660001010,25.98,3
Store 1277,Cocacola Diet 355Ml 355 Ml,00006700001928,21,9
Store 1277,Cocacola Classic 355 Ml,00006700011483,23.94,9
Store 1277,Grace Soda Pineapple 355 Ml,00005527085229,15.96,6
Store 1277,Comp Soft Drink Choose Up 355 Ml,00005574234576,15.96,6
Store 1277,Pepsi Multipack 4260 Ml,00006900001984,45.98,3
Store 1277,Cocacola Diet 12X355Ml 355 Ml,00006700011484,90.74,39
Store 1277,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,207.84,24
Store 1277,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,199.92,12
Store 1277,Fevertre Water Tonic 800 Ml,00089819501101,25.98,3
Store 1277,Comp Soft Drink Cola 1332 Ml,00005574255844,31.98,3
Store 1277,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,31.98,3
Store 1277,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,155.94,9
Store 1277,Canaddry Gingerale Diet 4260 Ml,00006210001894,23.98,3
Store 1277,1642 Tonic Water 750 Ml,00062805581917,13.96,6
Store 1277,Cocacola Zero 500 Ml,00006700001463,22,12
Store 1277,7Up 2L 2000 Ml,00006540001073,38.5,21
Store 1277,Pepsi 591 Ml,00006900001991,7.58,3
Store 1277,Cocacola Classic 500 Ml,00006700001462,22.74,9
Store 1277,Sprite 12X355Ml 355 Ml,00006700011485,15.16,6
Store 1279,Big8 Soda Orange 355 Ml,00006448001302,9.38,3
Store 1279,Comp Sd Tonic Water 355 Ml,00005574234582,29.98,3
Store 1279,Popshopp Drink Cotton Candy 355 Ml,00018000901033,14,6
Store 1279,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,7.98,3
Store 1279,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,7.98,3
Store 1279,Popshopp Orange 355 Ml,00018000901005,7.98,3
Store 1279,7Up Soft Drink Diet 1332 Ml,00006540001808,29.98,3
Store 1279,Comp Club Soda 1332 Ml,00005574255842,25.98,3
Store 1279,Pepsi Diet 2L 2000 Ml,00006900002261,23.92,12
Store 1279,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,23.92,12
Store 1279,Comp Ginger Ale 1332 Ml,00005574255843,51.96,6
Store 1279,Cocacola Zero 2000 Ml,00006700011668,11.96,6
Store 1279,Pepsi Diet 591Ml 591 Ml,00006900002983,11.96,6
Store 1279,Canaddry Gingerale 2000 Ml,00006210001157,17.94,9
Store 1279,Barrs Drink Irn Bru 1980 Ml,00500038212068,14,6
Store 1279,Schweppe Tonic Water 1332 Ml,00001660001012,25.98,3
Store 1279,Sprite Zero 500 Ml,00006700001888,7,3
Store 1279,Schweppe Ginger Ale 1332 Ml,00001660001010,77.94,9
Store 1279,Cocacola Diet 355Ml 355 Ml,00006700001928,56,24
Store 1279,Pepsi Multipack 4260 Ml,00006900001984,367.84,24
Store 1279,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,51.96,6
Store 1279,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,545.58,63
Store 1279,Pepsi Throwback 355 Ml,00006900002088,27.96,6
Store 1279,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,113.94,9
Store 1279,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,163.88,18
Store 1279,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,99.96,6
Store 1279,Comp Tonic Water Diet 355 Ml,00005574252217,12.54,3
Store 1279,Big8 Soda Orange 355 Ml,00006448001802,6.58,3
Store 1279,Fevertre Water Tonic 800 Ml,00089819501101,103.92,12
Store 1279,Comp Soft Drink Cola 1332 Ml,00005574255844,63.96,6
Store 1279,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,31.98,3
Store 1279,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,103.96,6
Store 1279,Canaddry Gingerale Diet 4260 Ml,00006210001894,41.98,3
Store 1279,1642 Tonic Water 750 Ml,00062805581917,13.96,6
Store 1279,Pepsi 1000 Ml,00006900001982,38.5,21
Store 1279,Cocacola Zero 500 Ml,00006700001463,11,6
Store 1279,Marble Pop Blueberry 200 Ml,00007441078814,38.5,21
Store 1279,7Up 2L 2000 Ml,00006540001073,22,12
Store 1280,Crush Soda Pineapple 591Ml 591 Ml,00005600001548,7.98,3
Store 1280,Canaddry Club Soda 355Ml 355 Ml,00006210001243,29.98,3
Store 1280,Pepsi Diet 2L 2000 Ml,00006900002261,5.98,3
Store 1280,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,5.98,3
Store 1280,Comp Ginger Ale 1332 Ml,00005574255843,77.94,9
Store 1280,Cocacola Zero 2000 Ml,00006700011668,5.98,3
Store 1280,Pepsi Diet 591Ml 591 Ml,00006900002983,11.96,6
Store 1280,Sprite Mini Sleek Can 1332 Ml,00006700011986,51.96,6
Store 1280,Barrs Drink Irn Bru 1980 Ml,00500038212068,28,12
Store 1280,Panache Soda Italian Strawberr 750 Ml,00062368213417,7,3
Store 1280,Schweppe Tonic Water 1332 Ml,00001660001012,51.96,6
Store 1280,Sprite Zero 500 Ml,00006700001888,21,9
Store 1280,Schweppe Ginger Ale 1332 Ml,00001660001010,77.94,9
Store 1280,Cocacola Diet 355Ml 355 Ml,00006700001928,49,21
Store 1280,Pepsi Multipack 4260 Ml,00006900001984,137.94,9
Store 1280,Pepsi Zero Sugar 1332 Ml,00006900015936,30.98,3
Store 1280,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,77.94,9
Store 1280,Pepsi Throwback 355 Ml,00006900002088,41.94,9
Store 1280,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,29.98,3
Store 1280,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,99.96,6
Store 1280,Fevertre Water Tonic 800 Ml,00089819501101,25.98,3
Store 1280,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,95.94,9
Store 1280,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,103.96,6
Store 1280,Fanta Orange Can 1332 Ml,00006700012089,15.98,3
Store 1280,Canaddry Gingerale Diet 4260 Ml,00006210001894,47.96,6
Store 1280,Cocacola Cherry 355 Ml,00006700001724,29.98,3
Store 1280,1642 Tonic Water 750 Ml,00062805581917,20.94,9
Store 1281,Popshopp Orange 355 Ml,00018000901005,7.98,3
Store 1281,7Up Soft Drink Diet 1332 Ml,00006540001808,29.98,3
Store 1281,Comp Club Soda 1332 Ml,00005574255842,25.98,3
Store 1281,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,11.96,6
Store 1281,Comp Ginger Ale 1332 Ml,00005574255843,51.96,6
Store 1281,Pepsi Diet 591Ml 591 Ml,00006900002983,5.98,3
Store 1281,Sprite Mini Sleek Can 1332 Ml,00006700011986,25.98,3
Store 1281,Barrs Drink Irn Bru 1980 Ml,00500038212068,14,6
Store 1281,Panache Soda Italian Strawberr 750 Ml,00062368213417,21,9
Store 1281,Schweppe Ginger Ale 1332 Ml,00001660001010,51.96,6
Store 1281,Cocacola Diet 355Ml 355 Ml,00006700001928,7,3
Store 1281,Cocacola Classic 355 Ml,00006700011483,7.98,3
Store 1281,Grace Soda Pineapple 355 Ml,00005527085229,7.98,3
Store 1281,Cocacola Zero Frdg/Mt 12X355Ml 355 Ml,00006700011665,7.98,3
Store 1281,Calypso Southern Peach Lmnd 473 Ml,00007958119403,15.96,6
Store 1281,Comp Soft Drink Choose Up 355 Ml,00005574234576,7.98,3
Store 1281,Pepsi Multipack 4260 Ml,00006900001984,367.84,24
Store 1281,Cocacola Diet 12X355Ml 355 Ml,00006700011484,13.96,6
Store 1281,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,25.98,3
Store 1281,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,207.84,24
Store 1281,Pepsi Throwback 355 Ml,00006900002088,27.96,6
Store 1281,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,29.98,3
Store 1281,Fevertre Water Tonic 800 Ml,00089819501101,25.98,3
Store 1281,Comp Soft Drink Cola 1332 Ml,00005574255844,31.98,3
Store 1281,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,95.94,9
Store 1281,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,87.96,6
Store 1281,A&W Root Beer 1332 Ml,00005953101282,30.98,3
Store 1281,Canaddry Gingerale Diet 4260 Ml,00006210001894,47.96,6
Store 1281,Pepsi 1000 Ml,00006900001982,22,12
Store 1281,Sanprrio Lime Mango Lemonade 750 Ml,00077899801840,7.98,3
Store 1281,Cocacola Zero 500 Ml,00006700001463,49.5,27
Store 1281,Marble Pop Blueberry 200 Ml,00007441078814,5.5,3
Store 1281,7Up 2L 2000 Ml,00006540001073,11,6
Store 1281,Barqs Root Beer 355 Ml,00006700012379,52,24
Store 1281,Pepsi 591 Ml,00006900001991,51.96,24
Store 1281,Cocacola Classic 500 Ml,00006700001462,58.46,27
Store 1281,Pepsi Zero Sugar 355 Ml,00006900002371,25.98,12
Store 1281,Sprite 12X355Ml 355 Ml,00006700011485,77.94,36
Store 1282,7Up Soft Drink Diet 1332 Ml,00006540001808,111.92,12
Store 1282,Pepsi Wild Cherry 591 Ml,00006900031008,16.5,9
Store 1282,Pepsi Diet 2L 2000 Ml,00006900002261,35.88,18
Store 1282,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,47.84,24
Store 1282,Cocacola Zero 2000 Ml,00006700011668,17.94,9
Store 1282,Pepsi Diet 591Ml 591 Ml,00006900002983,29.9,15
Store 1282,Canaddry Gingerale 2000 Ml,00006210001157,35.88,18
Store 1282,Sprite Mini Sleek Can 1332 Ml,00006700011986,25.98,3
Store 1282,Barrs Drink Irn Bru 1980 Ml,00500038212068,63,27
Store 1282,Panache Soda Italian Strawberr 750 Ml,00062368213417,77,33
Store 1282,Schweppe Tonic Water 1332 Ml,00001660001012,103.92,12
Store 1282,Sprite Zero 500 Ml,00006700001888,7,3
Store 1282,Schweppe Ginger Ale 1332 Ml,00001660001010,51.96,6
Store 1282,Cocacola Diet 355Ml 355 Ml,00006700001928,56,24
Store 1282,Pepsi Multipack 4260 Ml,00006900001984,229.9,15
Store 1282,Cocacola Diet 12X355Ml 355 Ml,00006700011484,13.96,6
Store 1282,Pepsi Zero Sugar 1332 Ml,00006900015936,30.98,3
Store 1282,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,155.88,18
Store 1282,Pepsi Throwback 355 Ml,00006900002088,13.98,3
Store 1282,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,75.96,6
Store 1282,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,119.92,12
Store 1282,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,49.98,3
Store 1282,Barqs Cherry Bite Can 355 Ml,00006700012442,10.58,3
Store 1282,Fevertre Water Tonic 800 Ml,00089819501101,77.94,9
Store 1282,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,127.92,12
Store 1282,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,51.98,3
Store 1282,A&W Root Beer 1332 Ml,00005953101282,92.94,9
Store 1282,Sprite Fridge Mate 355Ml 8Pk 2840 Ml,00006700011620,53.98,3
Store 1282,Canaddry Gingerale Diet 4260 Ml,00006210001894,23.98,3
Store 1282,Favuzzi Soda Mandarines 275 Ml,00083266101045,25.98,3
Store 1282,1642 Tonic Water 750 Ml,00062805581917,13.96,6
Store 1282,Pepsi 1000 Ml,00006900001982,5.5,3
Store 1282,Sanprrio Lime Mango Lemonade 750 Ml,00077899801840,7.98,3
Store 1282,Cocacola Zero 500 Ml,00006700001463,33,18
Store 1282,Marble Pop Blueberry 200 Ml,00007441078814,27.5,15
Store 1282,7Up 2L 2000 Ml,00006540001073,55,30
Store 1282,Cocacola Zero Frdg/Mte 355Ml 355 Ml,00006700001319,6.5,3
Store 1282,Pepsi 591 Ml,00006900001991,68.22,27
Store 1282,Cocacola Classic 500 Ml,00006700001462,60.64,24
Store 1282,Pepsi Zero Sugar 355 Ml,00006900002371,22.74,9
Store 1282,Sprite 12X355Ml 355 Ml,00006700011485,45.48,18
Store 1282,Jarritos Soft Drink Mandarin 1500 Ml,00009047801236,15.96,6
Store 1283,Fevertre Ginger Beer Light 500 Ml,00089819501144,7.98,3
Store 1283,Crush Pop Lime 355 Ml,00005600001605,15.96,6
Store 1283,Big8 Soda Cola 355 Ml,00006448001300,7.98,3
Store 1283,Minhascr Cream Soda Blueberry 330 Ml,00008526841482,29.98,3
Store 1283,Pepsi Wild Cherry 591 Ml,00006900031008,11,6
Store 1283,Pepsi Diet 2L 2000 Ml,00006900002261,11.96,6
Store 1283,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,5.98,3
Store 1283,Comp Ginger Ale 1332 Ml,00005574255843,25.98,3
Store 1283,Pepsi Diet 591Ml 591 Ml,00006900002983,5.98,3
Store 1283,Canaddry Gingerale 2000 Ml,00006210001157,11.96,6
Store 1283,Sprite Mini Sleek Can 1332 Ml,00006700011986,51.96,6
Store 1283,Barrs Drink Irn Bru 1980 Ml,00500038212068,35,15
Store 1283,Panache Soda Italian Strawberr 750 Ml,00062368213417,14,6
Store 1283,Schweppe Tonic Water 1332 Ml,00001660001012,77.94,9
Store 1283,Cocacola Diet 355Ml 355 Ml,00006700001928,7,3
Store 1283,Cocacola Classic 355 Ml,00006700011483,7.98,3
Store 1283,Comp Soft Drink Choose Up 355 Ml,00005574234576,7.98,3
Store 1283,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,155.88,18
Store 1283,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,37.98,3
Store 1283,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,59.96,6
Store 1283,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,49.98,3
Store 1283,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,21.98,3
Store 1283,Fevertre Tonic Water Light 800 Ml,00506010846023,43.96,6
Store 1283,Fevertre Water Tonic 800 Ml,00089819501101,25.98,3
Store 1283,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,31.98,3
Store 1283,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,191.92,12
Store 1283,1642 Tonic Water 750 Ml,00062805581917,13.96,6
Store 1283,Pepsi 1000 Ml,00006900001982,38.5,21
Store 1283,Cocacola Zero 500 Ml,00006700001463,16.5,9
Store 1283,Marble Pop Blueberry 200 Ml,00007441078814,5.5,3
Store 1283,7Up 2L 2000 Ml,00006540001073,11,6
Store 1283,Orangina Soft Drink Can 330 Ml,00084981901109,7.98,3
Store 1283,Drpepper Diet 2000 Ml,00005490001061,7.98,3
Store 1284,Popshopp Drink Cotton Candy 355 Ml,00018000901033,7.98,3
Store 1284,Minhascr Cream Soda Blueberry 330 Ml,00008526841482,59.96,6
Store 1284,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,14,6
Store 1284,Popshopp Orange 355 Ml,00018000901005,14,6
Store 1284,7Up Soft Drink Diet 1332 Ml,00006540001808,29.98,3
Store 1284,Pepsi Wild Cherry 591 Ml,00006900031008,5.5,3
Store 1284,Comp Ginger Ale 355 Ml,00005574234580,5.5,3
Store 1284,Pepsi Diet 2L 2000 Ml,00006900002261,5.98,3
Store 1284,Comp Ginger Ale 1332 Ml,00005574255843,77.94,9
Store 1284,Cocacola Zero 2000 Ml,00006700011668,5.98,3
Store 1284,Pepsi Diet 591Ml 591 Ml,00006900002983,5.98,3
Store 1284,Canaddry Gingerale 2000 Ml,00006210001157,23.92,12
Store 1284,Barrs Drink Irn Bru 1980 Ml,00500038212068,14,6
Store 1284,Panache Soda Italian Strawberr 750 Ml,00062368213417,63,27
Store 1284,Schweppe Tonic Water 1332 Ml,00001660001012,25.98,3
Store 1284,Budrmgin Beer Gngr Nonalch R/S 250 Ml,00085760501511,14,6
Store 1284,Cocacola Diet 355Ml 355 Ml,00006700001928,28,12
Store 1284,Cocacola Classic 355 Ml,00006700011483,7.98,3
Store 1284,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,7.98,3
Store 1284,Grace Soda Pineapple 355 Ml,00005527085229,7.98,3
Store 1284,Calypso Southern Peach Lmnd 473 Ml,00007958119403,7.98,3
Store 1284,Cocacola Diet 12X355Ml 355 Ml,00006700011484,62.82,27
Store 1284,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,103.92,12
Store 1284,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,311.76,36
Store 1284,Pepsi Throwback 355 Ml,00006900002088,27.96,6
Store 1284,Cocacola Soft Drink Bottle 300 Ml,00006700001922,15.16,6
Store 1284,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,193.86,21
Store 1284,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,193.92,12
Store 1284,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,65.94,9
Store 1284,Comp Soft Drink Cola 1332 Ml,00005574255844,63.96,6
Store 1284,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,95.94,9
Store 1284,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,51.98,3
Store 1284,Cocacola Classic 355Ml 6Pk 2130 Ml,00006700002025,25.98,3
Store 1284,1642 Tonic Water 750 Ml,00062805581917,6.98,3
Store 1284,Pepsi 1000 Ml,00006900001982,11,6
Store 1284,Cocacola Zero 500 Ml,00006700001463,33,18
Store 1284,Marble Pop Blueberry 200 Ml,00007441078814,33,18
Store 1284,7Up 2L 2000 Ml,00006540001073,5.5,3
Store 1284,Barqs Root Beer 355 Ml,00006700012379,6.5,3
Store 1284,Fanta Soda Orange 500 Ml,00006700001445,15.96,6
Store 1284,Drpepper Diet 2000 Ml,00005490001061,7.98,3
Store 1285,Popshopp Drink Cotton Candy 355 Ml,00018000901033,49,21
Store 1285,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,14,6
Store 1285,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,21,9
Store 1285,Popshopp Orange 355 Ml,00018000901005,14,6
Store 1285,7Up Soft Drink Diet 1332 Ml,00006540001808,133.9,15
Store 1285,Pepsi Diet 2L 2000 Ml,00006900002261,11.96,6
Store 1285,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,35.88,18
Store 1285,Comp Ginger Ale 1332 Ml,00005574255843,25.98,3
Store 1285,Cocacola Zero 2000 Ml,00006700011668,5.98,3
Store 1285,Canaddry Gingerale 2000 Ml,00006210001157,11.96,6
Store 1285,Sprite Mini Sleek Can 1332 Ml,00006700011986,51.96,6
Store 1285,Barrs Drink Irn Bru 1980 Ml,00500038212068,14,6
Store 1285,Sprite Zero 500 Ml,00006700001888,7,3
Store 1285,Schweppe Ginger Ale 1332 Ml,00001660001010,25.98,3
Store 1285,Cocacola Diet 355Ml 355 Ml,00006700001928,7,3
Store 1285,Cocacola Classic 355 Ml,00006700011483,15.96,6
Store 1285,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,7.98,3
Store 1285,Calypso Southern Peach Lmnd 473 Ml,00007958119403,7.98,3
Store 1285,Pepsi Multipack 4260 Ml,00006900001984,137.94,9
Store 1285,Cocacola Diet 12X355Ml 355 Ml,00006700011484,69.8,30
Store 1285,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,77.94,9
Store 1285,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,111.92,12
Store 1285,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,187.92,12
Store 1285,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,21.98,3
Store 1285,Fevertre Tonic Water Light 800 Ml,00506010846023,43.96,6
Store 1285,Fevertre Water Tonic 800 Ml,00089819501101,77.94,9
Store 1285,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,63.96,6
Store 1285,Crush Cream Soda 591Ml 591 Ml,00005600001545,10,6
Store 1285,A&W Root Beer 1332 Ml,00005953101282,30.98,3
Store 1285,Cocacola Classic 355Ml 6Pk 2130 Ml,00006700002025,25.98,3
Store 1285,Favuzzi Soda Mandarines 275 Ml,00083266101045,25.98,3
Store 1285,1642 Tonic Water 750 Ml,00062805581917,6.98,3
Store 1285,Pepsi 1000 Ml,00006900001982,38.5,21
Store 1285,Cocacola Zero 500 Ml,00006700001463,44,24
Store 1285,Marble Pop Blueberry 200 Ml,00007441078814,11,6
Store 1285,7Up 2L 2000 Ml,00006540001073,16.5,9
Store 1285,Barqs Root Beer 355 Ml,00006700012379,26,12
Store 1285,Cocacola Zero Frdg/Mte 355Ml 355 Ml,00006700001319,6.5,3
