Product & Geography Sales Metrics,,,,
Time:Promo Week Ending 110624,,,,
Sobeys Brand:All Brands,,,,
Sobeys Sales Organizations:All Sales Organizations,,,,
Vendor:All Vendors,,,,
Geography,Product,UPC No,Dollar Sales All Sales,Unit Sales All Sales
Store 1257,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,14,6
Store 1257,Grace Soda Pineapple 355 Ml,00005527085229,28,12
Store 1257,Cocacola Zero Frdg/Mt 12X355Ml 355 Ml,00006700011665,7,3
Store 1257,Calypso Southern Peach Lmnd 473 Ml,00007958119403,28,12
Store 1257,Comp Soft Drink Choose Up 355 Ml,00005574234576,21,9
Store 1257,Pepsi Multipack 4260 Ml,00006900001984,43.98,3
Store 1257,Cocacola Diet 12X355Ml 355 Ml,00006700011484,6.98,3
Store 1257,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,103.92,12
Store 1257,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,311.76,36
Store 1257,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,151.92,12
Store 1257,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,29.98,3
Store 1257,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,49.98,3
Store 1257,Calypso Lemonade Island Wave 473 Ml,00007958119405,28.9,15
Store 1257,A&W Soft Drink Root Beer 341 Ml,00005953101015,40.46,21
Store 1257,Fevertre Water Tonic 800 Ml,00089819501101,77.94,9
Store 1257,Comp Soft Drink Cola 1332 Ml,00005574255844,179.88,18
Store 1257,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,179.88,18
Store 1257,A&W Root Beer 1332 Ml,00005953101282,30.98,3
Store 1257,Grtgentm Soda Spicy Pneapple 1500 Ml,00005578901971,7.98,3
Store 1257,Cocacola Cherry 355 Ml,00006700001724,59.96,6
Store 1257,Cocacola Classic 355Ml 6Pk 2130 Ml,00006700002025,25.98,3
Store 1257,1642 Tonic Water 750 Ml,00062805581917,18,9
Store 1257,Pepsi 1000 Ml,00006900001982,22,12
Store 1257,Cocacola Zero 500 Ml,00006700001463,77,42
Store 1257,Marble Pop Blueberry 200 Ml,00007441078814,33,18
Store 1257,7Up 2L 2000 Ml,00006540001073,27.5,15
Store 1257,Barqs Root Beer 355 Ml,00006700012379,39,18
Store 1257,Cocacola Zero Frdg/Mte 355Ml 355 Ml,00006700001319,32.5,15
Store 1257,Big8 Cranbry Gingerale 2000 Ml,00006448001140,21.98,3
Store 1257,Cocacola Soft Drink Zero Sugar 300 Ml,00006700001807,43.96,6
Store 1257,Pepsi 591 Ml,00006900001991,20.94,9
Store 1257,Cocacola Classic 500 Ml,00006700001462,48.86,21
Store 1257,Pepsi Zero Sugar 355 Ml,00006900002371,6.98,3
Store 1257,Sprite 12X355Ml 355 Ml,00006700011485,20.94,9
Store 1258,Coke Diet Mini Sleek Can 1332 Ml,00006700011984,21.98,3
Store 1258,Comp Club Soda 1332 Ml,00005574255842,25.98,3
Store 1258,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,21,9
Store 1258,Cocacola Diet 12X355Ml 355 Ml,00006700011484,13.96,6
Store 1258,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,51.96,6
Store 1258,Pepsi Throwback 355 Ml,00006900002088,13.98,3
Store 1258,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,99.96,6
Store 1258,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,59.96,6
Store 1258,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,51.98,3
Store 1258,Marble Pop Blueberry 200 Ml,00007441078814,5.5,3
Store 1258,7Up 2L 2000 Ml,00006540001073,11,6
Store 1259,Pepsi 1332 Ml,00006900015902,49.96,6
Store 1259,Cocacola Zero 222Ml Mini Sleek 1332 Ml,00006700011985,24.98,3
Store 1259,Big8 Soda Cola 355 Ml,00006448001300,7.98,3
Store 1259,Comp Sd Tonic Water 355 Ml,00005574234582,27.98,3
Store 1259,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,7,3
Store 1259,Popshopp Orange 355 Ml,00018000901005,28,12
Store 1259,Pepsi Wild Cherry 591 Ml,00006900031008,16.5,9
Store 1259,Comp Ginger Ale 355 Ml,00005574234580,16.5,9
Store 1259,Pepsi Diet 2L 2000 Ml,00006900002261,6.98,3
Store 1259,Comp Ginger Ale 1332 Ml,00005574255843,25.98,3
Store 1259,Sprite Mini Sleek Can 1332 Ml,00006700011986,119.9,15
Store 1259,Barrs Drink Irn Bru 1980 Ml,00500038212068,42,18
Store 1259,Panache Soda Italian Strawberr 750 Ml,00062368213417,42,18
Store 1259,Schweppe Tonic Water 1332 Ml,00001660001012,47.96,6
Store 1259,Sprite Zero 500 Ml,00006700001888,7,3
Store 1259,Schweppe Ginger Ale 1332 Ml,00001660001010,95.92,12
Store 1259,Budrmgin Beer Gngr Nonalch R/S 250 Ml,00085760501511,21,9
Store 1259,Cocacola Diet 355Ml 355 Ml,00006700001928,7,3
Store 1259,Calypso Southern Peach Lmnd 473 Ml,00007958119403,7,3
Store 1259,Comp Soft Drink Choose Up 355 Ml,00005574234576,7,3
Store 1259,Pepsi Multipack 4260 Ml,00006900001984,125.98,9
Store 1259,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,25.98,3
Store 1259,Pepsi Throwback 355 Ml,00006900002088,13.98,3
Store 1259,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,29.98,3
Store 1259,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,49.98,3
Store 1259,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,51.96,6
Store 1259,Fevertre Tonic Water Light 800 Ml,00506010846023,25.98,3
Store 1259,Fevertre Water Tonic 800 Ml,00089819501101,25.98,3
Store 1259,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,149.9,15
Store 1259,Cocacola 250 Ml,00006700001918,11.96,6
Store 1259,Grtgentm Soda Spicy Pneapple 1500 Ml,00005578901971,7.98,3
Store 1259,A&W Rootbeer 355Ml 355 Ml,00005953101002,59.96,6
Store 1259,Cocacola Cherry 355 Ml,00006700001724,29.98,3
Store 1259,Cocacola Classic 355Ml 6Pk 2130 Ml,00006700002025,25.98,3
Store 1259,Pepsi 1000 Ml,00006900001982,71.5,39
Store 1259,Cocacola Zero 500 Ml,00006700001463,44,24
Store 1259,Marble Pop Blueberry 200 Ml,00007441078814,55,30
Store 1259,Pepsi Pl 355Ml 1X12Pk 4260 Ml,00006900002004,91.96,6
Store 1259,Barqs Root Beer 355 Ml,00006700012379,32.5,15
Store 1259,Cocacola Zero Frdg/Mte 355Ml 355 Ml,00006700001319,19.5,9
Store 1259,Drpepper Diet 2000 Ml,00005490001061,8.98,3
Store 1259,Cocacola Classic 500 Ml,00006700001462,27.92,12
Store 1259,Sprite 12X355Ml 355 Ml,00006700011485,20.94,9
Store 1259,Jarritos Soft Drink Mandarin 1500 Ml,00009047801236,7.98,3
Store 1260,Cocacola Clss Mini Sleek Can 1332 Ml,00006700011983,59.96,6
Store 1260,Canaddry Gingerale 1332 Ml,00006210001144,49.96,6
Store 1260,Pepsi 1332 Ml,00006900015902,49.96,6
Store 1260,Cocacola Zero 222Ml Mini Sleek 1332 Ml,00006700011985,49.96,6
Store 1260,Coke Diet Mini Sleek Can 1332 Ml,00006700011984,65.94,9
Store 1260,Asicilan Soda Blood Orange 1320 Ml,00081268903138,43.96,6
Store 1260,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,7.98,3
Store 1260,Popshopp Orange 355 Ml,00018000901005,23.94,9
Store 1260,Pepsi Wild Cherry 591 Ml,00006900031008,27.5,15
Store 1260,Comp Ginger Ale 355 Ml,00005574234580,11,6
Store 1260,Pepsi Diet 2L 2000 Ml,00006900002261,59.52,27
Store 1260,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,57.54,27
Store 1260,Comp Ginger Ale 1332 Ml,00005574255843,103.92,12
Store 1260,Cocacola Zero 2000 Ml,00006700011668,60.84,27
Store 1260,Canaddry Gingerale 2000 Ml,00006210001157,33.58,15
Store 1260,Sprite Mini Sleek Can 1332 Ml,00006700011986,47.96,6
Store 1260,Barrs Drink Irn Bru 1980 Ml,00500038212068,31.92,12
Store 1260,Panache Soda Italian Strawberr 750 Ml,00062368213417,71.82,27
Store 1260,Schweppe Tonic Water 1332 Ml,00001660001012,71.94,9
Store 1260,Budrmgin Beer Gngr Nonalch R/S 250 Ml,00085760501511,7.98,3
Store 1260,Soca Cream Soda 400 Ml,00501439631268,47.96,6
Store 1260,Cocacola Diet 355Ml 355 Ml,00006700001928,15.96,6
Store 1260,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,7,3
Store 1260,Cocacola Zero Frdg/Mt 12X355Ml 355 Ml,00006700011665,21,9
Store 1260,Calypso Southern Peach Lmnd 473 Ml,00007958119403,14,6
Store 1260,Comp Soft Drink Choose Up 355 Ml,00005574234576,14,6
Store 1260,Pepsi Multipack 4260 Ml,00006900001984,213.94,15
Store 1260,Cocacola Diet 12X355Ml 355 Ml,00006700011484,62.82,27
Store 1260,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,25.98,3
Store 1260,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,493.62,57
Store 1260,Pepsi Throwback 355 Ml,00006900002088,55.92,12
Store 1260,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,119.92,12
Store 1260,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,249.9,15
Store 1260,Comp Soft Cola Dt 355Ml 355 Ml,00005574234573,17.96,6
Store 1260,Big8 Sparklng Lemonade Diet 2L 2000 Ml,00006448001160,8.98,3
Store 1260,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,25.98,3
Store 1260,Fevertre Tonic Water Light 800 Ml,00506010846023,51.96,6
Store 1260,Big8 Soda Orange 355 Ml,00006448001802,13.16,6
Store 1260,Fevertre Water Tonic 800 Ml,00089819501101,51.96,6
Store 1260,Comp Soft Drink Cola 1332 Ml,00005574255844,89.94,9
Store 1260,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,89.94,9
Store 1260,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,155.94,9
Store 1260,Crush Cream Soda 591Ml 591 Ml,00005600001545,17.94,9
Store 1260,A&W Root Beer 1332 Ml,00005953101282,123.92,12
Store 1260,A&W Rootbeer 355Ml 355 Ml,00005953101002,29.98,3
Store 1260,Cocacola Cherry 355 Ml,00006700001724,89.94,9
Store 1260,Cocacola Classic 355Ml 6Pk 2130 Ml,00006700002025,25.98,3
Store 1260,Favuzzi Soda Mandarines 275 Ml,00083266101045,23.98,3
Store 1260,1642 Tonic Water 750 Ml,00062805581917,60,30
Store 1260,Pepsi 1000 Ml,00006900001982,55,30
Store 1260,Cocacola Zero 500 Ml,00006700001463,33,18
Store 1260,Marble Pop Blueberry 200 Ml,00007441078814,55,30
Store 1260,Pepsi Pl 355Ml 1X12Pk 4260 Ml,00006900002004,45.98,3
Store 1260,7Up 2L 2000 Ml,00006540001073,60.5,33
Store 1260,Barqs Root Beer 355 Ml,00006700012379,13,6
Store 1260,Cocacola Zero Frdg/Mte 355Ml 355 Ml,00006700001319,13,6
Store 1260,Big8 Cranbry Gingerale 2000 Ml,00006448001140,21.98,3
Store 1260,Cocacola Soft Drink Zero Sugar 300 Ml,00006700001807,21.98,3
Store 1260,Cocacola Classic 500 Ml,00006700001462,13.96,6
Store 1260,Pepsi Zero Sugar 355 Ml,00006900002371,13.96,6
Store 1260,Sprite 12X355Ml 355 Ml,00006700011485,20.94,9
Store 1260,Jarritos Soft Drink Mandarin 1500 Ml,00009047801236,7.98,3
Store 1261,Canaddry Gingerale 1332 Ml,00006210001144,24.98,3
Store 1261,Cocacola Zero 222Ml Mini Sleek 1332 Ml,00006700011985,74.94,9
Store 1261,Comp Sd Tonic Water 355 Ml,00005574234582,111.92,12
Store 1261,Popshopp Drink Cotton Candy 355 Ml,00018000901033,15.96,6
Store 1261,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,7.98,3
Store 1261,Minhascr Cream Soda Blueberry 330 Ml,00008526841482,55.96,6
Store 1261,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,7.98,3
Store 1261,Canaddry Club Soda 355Ml 355 Ml,00006210001243,55.96,6
Store 1261,7Up Soft Drink Diet 1332 Ml,00006540001808,111.92,12
Store 1261,Pepsi Wild Cherry 591 Ml,00006900031008,5.5,3
Store 1261,Comp Club Soda 1332 Ml,00005574255842,51.96,6
Store 1261,Pepsi Diet 2L 2000 Ml,00006900002261,19.62,9
Store 1261,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,47.54,21
Store 1261,Comp Ginger Ale 1332 Ml,00005574255843,77.94,9
Store 1261,Cocacola Zero 2000 Ml,00006700011668,44.9,21
Store 1261,Pepsi Diet 591Ml 591 Ml,00006900002983,47.54,21
Store 1261,Canaddry Gingerale 2000 Ml,00006210001157,27.92,12
Store 1261,Sprite Mini Sleek Can 1332 Ml,00006700011986,335.72,42
Store 1261,Barrs Drink Irn Bru 1980 Ml,00500038212068,133,57
Store 1261,Panache Soda Italian Strawberr 750 Ml,00062368213417,112,48
Store 1261,Schweppe Tonic Water 1332 Ml,00001660001012,287.76,36
Store 1261,Sprite Zero 500 Ml,00006700001888,63,27
Store 1261,Schweppe Ginger Ale 1332 Ml,00001660001010,287.76,36
Store 1261,Budrmgin Beer Gngr Nonalch R/S 250 Ml,00085760501511,56,24
Store 1261,Soca Cream Soda 400 Ml,00501439631268,47.96,6
Store 1261,Cocacola Diet 355Ml 355 Ml,00006700001928,91,39
Store 1261,Pepsi Multipack 4260 Ml,00006900001984,301.9,21
Store 1261,Cocacola Diet 12X355Ml 355 Ml,00006700011484,13.96,6
Store 1261,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,103.92,12
Store 1261,Pepsi Zero Sugar 1332 Ml,00006900015936,92.94,9
Store 1261,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,493.62,57
Store 1261,Pepsi Throwback 355 Ml,00006900002088,139.8,30
Store 1261,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,37.98,3
Store 1261,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,399.72,42
Store 1261,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,725.7,45
Store 1261,Big8 Soda Orange 355 Ml,00006448001802,19.74,9
Store 1261,Fevertre Water Tonic 800 Ml,00089819501101,155.88,18
Store 1261,Comp Soft Drink Cola 1332 Ml,00005574255844,149.9,15
Store 1261,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,179.88,18
Store 1261,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,207.92,12
Store 1261,A&W Root Beer 1332 Ml,00005953101282,92.94,9
Store 1261,Fanta Orange Can 1332 Ml,00006700012089,15.98,3
Store 1261,Cocacola Cherry 355 Ml,00006700001724,239.84,24
Store 1261,Cocacola Classic 355Ml 6Pk 2130 Ml,00006700002025,51.96,6
Store 1261,1642 Tonic Water 750 Ml,00062805581917,24,12
Store 1261,Pepsi 1000 Ml,00006900001982,5.5,3
Store 1261,Cocacola Zero 500 Ml,00006700001463,33,18
Store 1261,Marble Pop Blueberry 200 Ml,00007441078814,44,24
Store 1261,7Up 2L 2000 Ml,00006540001073,11,6
Store 1261,Barqs Root Beer 355 Ml,00006700012379,26,12
Store 1261,Cocacola Zero Frdg/Mte 355Ml 355 Ml,00006700001319,26,12
Store 1261,Pepsi 591 Ml,00006900001991,6.98,3
Store 1261,Cocacola Classic 500 Ml,00006700001462,27.92,12
Store 1261,Sprite 12X355Ml 355 Ml,00006700011485,34.9,15
Store 1262,Popshopp Drink Cotton Candy 355 Ml,00018000901033,15.96,6
Store 1262,Cocacola Sft Drnk Move Bottles 300 Ml,00006700002182,23.94,9
Store 1262,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,15.96,6
Store 1262,Popshopp Orange 355 Ml,00018000901005,7.98,3
Store 1262,Sprite Mini Sleek Can 1332 Ml,00006700011986,47.96,6
Store 1262,Barrs Drink Irn Bru 1980 Ml,00500038212068,39.9,15
Store 1262,Schweppe Tonic Water 1332 Ml,00001660001012,71.94,9
Store 1262,Schweppe Ginger Ale 1332 Ml,00001660001010,71.94,9
Store 1262,Budrmgin Beer Gngr Nonalch R/S 250 Ml,00085760501511,7.98,3
Store 1262,Cocacola Classic 355 Ml,00006700011483,7,3
Store 1262,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,14,6
Store 1262,Grace Soda Pineapple 355 Ml,00005527085229,21,9
Store 1262,Cocacola Zero Frdg/Mt 12X355Ml 355 Ml,00006700011665,14,6
Store 1262,Calypso Southern Peach Lmnd 473 Ml,00007958119403,7,3
Store 1262,Comp Soft Drink Choose Up 355 Ml,00005574234576,21,9
Store 1262,Pepsi Multipack 4260 Ml,00006900001984,87.96,6
Store 1262,Cocacola Diet 12X355Ml 355 Ml,00006700011484,27.92,12
Store 1262,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,155.88,18
Store 1262,Pepsi Throwback 355 Ml,00006900002088,153.78,33
Store 1262,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,89.94,9
Store 1262,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,49.98,3
Store 1262,Big8 Soda Orange 355 Ml,00006448001802,6.58,3
Store 1262,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,89.94,9
Store 1262,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,51.98,3
Store 1262,A&W Root Beer 1332 Ml,00005953101282,30.98,3
Store 1262,Cocacola Classic 355Ml 6Pk 2130 Ml,00006700002025,25.98,3
Store 1262,Cocacola Classic 500 Ml,00006700001462,6.98,3
Store 1262,Sprite 12X355Ml 355 Ml,00006700011485,6.98,3
Store 1263,Pepsi 1332 Ml,00006900015902,24.98,3
Store 1263,Crush Soda Pineapple 591Ml 591 Ml,00005600001548,44.9,15
Store 1263,Comp Sd Tonic Water 355 Ml,00005574234582,27.98,3
Store 1263,Cocacola Soft Drink Ultimate 500 Ml,00006700002198,7.98,3
Store 1263,Canaddry Club Soda 355Ml 355 Ml,00006210001243,83.94,9
Store 1263,7Up Soft Drink Diet 1332 Ml,00006540001808,51.96,6
Store 1263,Pepsi Wild Cherry 591 Ml,00006900031008,5.5,3
Store 1263,Comp Ginger Ale 355 Ml,00005574234580,11,6
Store 1263,Pepsi Diet 2L 2000 Ml,00006900002261,6.98,3
Store 1263,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,145.36,69
Store 1263,Comp Ginger Ale 1332 Ml,00005574255843,51.96,6
Store 1263,Cocacola Zero 2000 Ml,00006700011668,13.3,6
Store 1263,Pepsi Diet 591Ml 591 Ml,00006900002983,34.24,15
Store 1263,Canaddry Gingerale 2000 Ml,00006210001157,31.6,15
Store 1263,Sprite Mini Sleek Can 1332 Ml,00006700011986,143.88,18
Store 1263,Barrs Drink Irn Bru 1980 Ml,00500038212068,39.9,15
Store 1263,Schweppe Tonic Water 1332 Ml,00001660001012,119.9,15
Store 1263,Schweppe Ginger Ale 1332 Ml,00001660001010,119.9,15
Store 1263,Soca Cream Soda 400 Ml,00501439631268,47.96,6
Store 1263,Cocacola Diet 355Ml 355 Ml,00006700001928,95.76,36
Store 1263,Cocacola Classic 355 Ml,00006700011483,32.5,15
Store 1263,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,19.5,9
Store 1263,Grace Soda Pineapple 355 Ml,00005527085229,32.5,15
Store 1263,Cocacola Zero Frdg/Mt 12X355Ml 355 Ml,00006700011665,39,18
Store 1263,Calypso Southern Peach Lmnd 473 Ml,00007958119403,6.5,3
Store 1263,Comp Soft Drink Choose Up 355 Ml,00005574234576,84.5,39
Store 1263,Pepsi Multipack 4260 Ml,00006900001984,87.96,6
Store 1263,Cocacola Diet 12X355Ml 355 Ml,00006700011484,6.98,3
Store 1263,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,51.96,6
Store 1263,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,363.72,42
Store 1263,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,89.94,9
Store 1263,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,249.9,15
Store 1263,Fevertre Tonic Water Light 800 Ml,00506010846023,25.98,3
Store 1263,Big8 Soda Orange 355 Ml,00006448001802,19.74,9
Store 1263,Fevertre Water Tonic 800 Ml,00089819501101,103.92,12
Store 1263,Comp Soft Drink Cola 1332 Ml,00005574255844,89.94,9
Store 1263,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,179.88,18
Store 1263,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,259.9,15
Store 1263,A&W Root Beer 1332 Ml,00005953101282,154.9,15
Store 1263,Cocacola Cherry 355 Ml,00006700001724,59.96,6
Store 1263,Cocacola Classic 355Ml 6Pk 2130 Ml,00006700002025,25.98,3
Store 1263,1642 Tonic Water 750 Ml,00062805581917,18,9
Store 1263,Pepsi 1000 Ml,00006900001982,16.5,9
Store 1263,Cocacola Zero 500 Ml,00006700001463,33,18
Store 1263,Marble Pop Blueberry 200 Ml,00007441078814,44,24
Store 1263,7Up 2L 2000 Ml,00006540001073,5.5,3
Store 1263,Barqs Root Beer 355 Ml,00006700012379,19.5,9
Store 1263,Cocacola Zero Frdg/Mte 355Ml 355 Ml,00006700001319,19.5,9
Store 1263,Fanta Soda Orange 500 Ml,00006700001445,7.98,3
Store 1263,Pepsi 591 Ml,00006900001991,13.96,6
Store 1263,Cocacola Classic 500 Ml,00006700001462,6.98,3
Store 1263,Pepsi Zero Sugar 355 Ml,00006900002371,6.98,3
Store 1264,Pepsi 1332 Ml,00006900015902,24.98,3
Store 1264,Comp Sd Tonic Water 355 Ml,00005574234582,111.92,12
Store 1264,Canaddry Club Soda 355Ml 355 Ml,00006210001243,27.98,3
Store 1264,7Up Soft Drink Diet 1332 Ml,00006540001808,51.96,6
Store 1264,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,6.98,3
Store 1264,Canaddry Gingerale 2000 Ml,00006210001157,20.94,9
Store 1264,Sprite Mini Sleek Can 1332 Ml,00006700011986,191.84,24
Store 1264,Barrs Drink Irn Bru 1980 Ml,00500038212068,56,24
Store 1264,Panache Soda Italian Strawberr 750 Ml,00062368213417,28,12
Store 1264,Schweppe Tonic Water 1332 Ml,00001660001012,95.92,12
Store 1264,Sprite Zero 500 Ml,00006700001888,14,6
Store 1264,Schweppe Ginger Ale 1332 Ml,00001660001010,95.92,12
Store 1264,Budrmgin Beer Gngr Nonalch R/S 250 Ml,00085760501511,14,6
Store 1264,Soca Cream Soda 400 Ml,00501439631268,23.98,3
Store 1264,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,42,18
Store 1264,Grace Soda Pineapple 355 Ml,00005527085229,7,3
Store 1264,Calypso Southern Peach Lmnd 473 Ml,00007958119403,7,3
Store 1264,Pepsi Multipack 4260 Ml,00006900001984,87.96,6
Store 1264,Cocacola Diet 12X355Ml 355 Ml,00006700011484,34.9,15
Store 1264,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,51.96,6
Store 1264,Pepsi Throwback 355 Ml,00006900002088,125.82,27
Store 1264,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,149.9,15
Store 1264,Big8 Soda Orange 355 Ml,00006448001802,6.58,3
Store 1264,Fevertre Water Tonic 800 Ml,00089819501101,51.96,6
Store 1264,Comp Soft Drink Cola 1332 Ml,00005574255844,29.98,3
Store 1264,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,59.96,6
Store 1264,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,51.98,3
Store 1264,Canaddry G/Ale Zero Sugar 1332 Ml,00006210002128,25.58,3
Store 1264,Cocacola Cherry 355 Ml,00006700001724,29.98,3
Store 1264,Cocacola Classic 355Ml 6Pk 2130 Ml,00006700002025,25.98,3
Store 1264,1642 Tonic Water 750 Ml,00062805581917,12,6
Store 1264,Pepsi 1000 Ml,00006900001982,38.5,21
Store 1264,Cocacola Zero 500 Ml,00006700001463,66,36
Store 1264,Marble Pop Blueberry 200 Ml,00007441078814,11,6
Store 1264,7Up 2L 2000 Ml,00006540001073,38.5,21
Store 1264,Cocacola Classic 500 Ml,00006700001462,13.96,6
Store 1265,Big8 Soda Cola 355 Ml,00006448001300,7.98,3
Store 1265,Minhascr Cream Soda Blueberry 330 Ml,00008526841482,27.98,3
Store 1265,Popshopp Orange 355 Ml,00018000901005,7.98,3
Store 1265,Sprite Mini Sleek Can 1332 Ml,00006700011986,47.96,6
Store 1265,Barrs Drink Irn Bru 1980 Ml,00500038212068,7.98,3
Store 1265,Schweppe Tonic Water 1332 Ml,00001660001012,23.98,3
Store 1265,Schweppe Ginger Ale 1332 Ml,00001660001010,23.98,3
Store 1265,Cocacola Diet 355Ml 355 Ml,00006700001928,7.98,3
Store 1265,Cocacola Classic 355 Ml,00006700011483,56,24
Store 1265,Jones Soda Green Apple 355Ml 355 Ml,00062022121012,21,9
Store 1265,Grace Soda Pineapple 355 Ml,00005527085229,21,9
Store 1265,Pepsi Multipack 4260 Ml,00006900001984,43.98,3
Store 1265,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,25.98,3
Store 1265,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,155.88,18
Store 1265,Fanta Soda Pop Orange 1332 Ml,00006700002153,24.98,3
Store 1265,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,111.92,12
Store 1265,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,457.8,30
Store 1265,Comp Soft Drink Cola 1332 Ml,00005574255844,29.98,3
Store 1265,Schwepps Club Soda 355Ml 12Pk 4260 Ml,00001660014002,51.98,3
Store 1265,A&W Rootbeer 355Ml 355 Ml,00005953101002,29.98,3
Store 1265,1642 Tonic Water 750 Ml,00062805581917,6,3
Store 1265,Pepsi 1000 Ml,00006900001982,16.5,9
Store 1265,Cocacola Zero 500 Ml,00006700001463,33,18
Store 1265,Marble Pop Blueberry 200 Ml,00007441078814,27.5,15
Store 1265,Pepsi Pl 355Ml 1X12Pk 4260 Ml,00006900002004,45.98,3
Store 1265,7Up 2L 2000 Ml,00006540001073,5.5,3
Store 1266,Canaddry Gingerale 1332 Ml,00006210001144,24.98,3
Store 1266,Coke Diet Mini Sleek Can 1332 Ml,00006700011984,43.96,6
Store 1266,Comp Club Soda 1332 Ml,00005574255842,17.98,3
Store 1266,Fresca Frdge/Mate Sugar Free 355 Ml,00006700011492,20.94,9
Store 1266,Barrs Drink Irn Bru 1980 Ml,00500038212068,7.98,3
Store 1266,Sprite Zero 500 Ml,00006700001888,23.94,9
Store 1266,Schwepps Gingerale Cn 24X355Ml 355 Ml,00001660052100,25.98,3
Store 1266,Crush Soda Grape 355Ml 12Pk 4260 Ml,00005600001684,103.92,12
Store 1266,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,75.96,6
Store 1266,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,51.96,6
Store 1266,Big8 Soda Orange 355 Ml,00006448001802,6.58,3
Store 1266,Comp Soft Drink Cola 1332 Ml,00005574255844,89.94,9
Store 1266,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,59.96,6
Store 1266,A&W Root Beer 1332 Ml,00005953101282,30.98,3
Store 1266,Cocacola Cherry 355 Ml,00006700001724,59.96,6
Store 1266,1642 Tonic Water 750 Ml,00062805581917,6,3
